爽文短剧,#genre#
谁许情深,https://v6.longshengtea.com/yyv6/202406/09/VFrkcVe5h412/video/index.m3u8
爱你是我的秘密,https://v2.longshengtea.com/yyv2/202406/03/k0rzRs3Yg810/video/index.m3u8
少帅霸宠替身千金,https://v6.longshengtea.com/yyv6/202406/06/FtA5MwESTk12/video/index.m3u8
闪婚老公是总裁,https://v6.longshengtea.com/yyv6/202406/03/i4hqD5pw4R12/video/index.m3u8
遥远的诺言,https://v11.longshengtea.com/yyv11/202406/09/JyiHw13gzQ3/video/index.m3u8
萌宝助攻：失忆总裁的甜蜜追妻,https://v5.longshengtea.com/yyv5/202406/07/ezzLEm9Pbn7/video/index.m3u8
替嫁娇妻是校花,https://v6.longshengtea.com/yyv6/202406/06/diZ5Gs4qAG12/video/index.m3u8
厉总夫人又撩又野,https://v6.longshengtea.com/yyv6/202406/03/Z6nykBwKqw12/video/index.m3u8
五宝来袭妈咪拒嫁豪门,https://v12.longshengtea.com/yyv12/202406/03/GHc6WkVULH8/video/index.m3u8
傅爷，你的替嫁新娘是大佬,https://v7.longshengtea.com/yyv7/202406/09/eEbTQbnw3S13/video/index.m3u8
少帅，夫人她改嫁了,https://v10.longshengtea.com/yyv10/202406/03/8je3jirhgW15/video/index.m3u8
亿万星辰不如你,https://v9.longshengtea.com/yyv9/202406/03/4w8t4Kk2Tc18/video/index.m3u8
纪总的闪婚夫人美又飒,https://v4.longshengtea.com/yyv4/202406/06/7Ys2uY2are4/video/index.m3u8
陆少追婚之夫人哪里跑,https://v8.longshengtea.com/yyv8/202406/03/xQY3dzSsMG14/video/index.m3u8
少帅的心尖宠,https://v9.longshengtea.com/yyv9/202406/09/cnK8uuiNbM18/video/index.m3u8
步步深陷短剧版,https://v2.longshengtea.com/yyv2/202406/03/nWGEQq0wKM10/video/index.m3u8
幸孕三宝,https://v5.longshengtea.com/yyv5/202406/03/uw1MTd183F7/video/index.m3u8
爱是一场在劫难逃,https://v6.longshengtea.com/yyv6/202406/03/6TPsWmZ9L312/video/index.m3u8
年上大叔掌心宠,https://v11.longshengtea.com/yyv11/202406/09/EYgnMWMwEj3/video/index.m3u8
醉后决定爱上你,https://v12.longshengtea.com/yyv12/202406/06/fRe6ynZH848/video/index.m3u8
爹地始乱终弃，妈咪盛世风华,https://v7.longshengtea.com/yyv7/202406/03/hizpwnT3V413/video/index.m3u8
游过爱情的海其实也没那么爱你,https://v11.longshengtea.com/yyv11/202406/03/DH7kw2FbTC3/video/index.m3u8
闪婚急诊，沈医生,https://v12.longshengtea.com/yyv12/202406/06/Cv3WwaXKzY8/video/index.m3u8
慕少的读心娇妻,https://v2.longshengtea.com/yyv2/202406/03/F9SbtsWvfU10/video/index.m3u8
我在仇人家做女佣,https://v12.longshengtea.com/yyv12/202406/09/dp9b3x42tu8/video/index.m3u8
爱在离婚后72集,https://v8.longshengtea.com/yyv8/202406/03/1hSQ4uxEBS14/video/index.m3u8
我的极品老公我给豪门萌宝当后妈,https://v4.longshengtea.com/yyv4/202406/03/ZzJGbSrA6w4/video/index.m3u8
萌宝当家：爹地妈咪是特工,https://v12.longshengtea.com/yyv12/202406/03/DrYgBxR1az8/video/index.m3u8
我的失忆小奶狗,https://v10.longshengtea.com/yyv10/202406/09/p1qgnnK3br15/video/index.m3u8
影帝的隐婚娇妻,https://v4.longshengtea.com/yyv4/202406/06/mvsnHnJ1RV4/video/index.m3u8
拜托和我爹地结婚吧萌妈驾到总裁马甲别掉,https://v4.longshengtea.com/yyv4/202406/03/cMkbHTcRJz4/video/index.m3u8
闪婚闪离欧小姐前夫孕吐了,https://v3.longshengtea.com/yyv3/202406/08/TPdEFCgqTD2/video/index.m3u8
错爱为奴被逼嫁给死对头,https://v1.longshengtea.com/yyv1/202406/03/bsRfmMsA5n1/video/index.m3u8
晚风遇见你,https://v1.longshengtea.com/yyv1/202406/09/mVJaxYvqFW1/video/index.m3u8
闪婚后大叔老公每天狂宠我,https://v2.longshengtea.com/yyv2/202406/03/i7pXP0BpKx10/video/index.m3u8
掌中玩物不做陆总金丝雀,https://v11.longshengtea.com/yyv11/202406/03/uT5N8CFuWL3/video/index.m3u8
顾念：三爷我重生后还会吻你,https://v7.longshengtea.com/yyv7/202406/08/F0mfzJKSyf13/video/index.m3u8
暗欲,https://v11.longshengtea.com/yyv11/202406/04/9JKb3R5ap23/video/index.m3u8
不做养女三个哥哥蓄谋宠,https://v1.longshengtea.com/yyv1/202406/08/vRDxyKKyzp1/video/index.m3u8
朝九晚五，夫人入职飒翻天,https://v9.longshengtea.com/yyv9/202406/09/sFDVUTirH818/video/index.m3u8
萌宝牵线做红娘,https://v11.longshengtea.com/yyv11/202406/04/dvkhe0AnR43/video/index.m3u8
假如爱有归宿,https://v2.longshengtea.com/yyv2/202406/03/Ei1cVi8na310/video/index.m3u8
不爱最大,https://v7.longshengtea.com/yyv7/202406/08/s1yRrWnirh13/video/index.m3u8
离婚后，我带三宝炸翻首富前夫集团,https://v7.longshengtea.com/yyv7/202406/09/tdYDNfLAy713/video/index.m3u8
恋爱百分百,https://v9.longshengtea.com/yyv9/202406/06/SJuzBDz3BW18/video/index.m3u8
关于你的记忆都起雾,https://v5.longshengtea.com/yyv5/202406/03/jmUMyJYDiE7/video/index.m3u8
被逼婚！小姨娘转身怒嫁大少爷,https://v3.longshengtea.com/yyv3/202406/05/yYr3DvUfdj2/video/index.m3u8
离婚后，虐我的总裁找上门,https://v9.longshengtea.com/yyv9/202406/07/avb0004Lhr18/video/index.m3u8
总裁，夫人一心想离婚,https://v8.longshengtea.com/yyv8/202406/03/LRh88Mm7tn14/video/index.m3u8
朔风有解意,https://v5.longshengtea.com/yyv5/202406/07/UQKGY3HKv57/video/index.m3u8
分手后，我携三宝归来,https://v12.longshengtea.com/yyv12/202406/03/ZDHcNggXS38/video/index.m3u8
林大小姐有点野,https://v11.longshengtea.com/yyv11/202406/03/M2yDUAFmin3/video/index.m3u8
闪婚大佬竟是娃他爹,https://v5.longshengtea.com/yyv5/202406/05/wKS11Sqpzn7/video/index.m3u8
千岁大人的初恋,https://v11.longshengtea.com/yyv11/202406/03/Nyqzc0Epi73/video/index.m3u8
霸气封少宠妻忙,https://v12.longshengtea.com/yyv12/202406/07/4TZ0BanhgC8/video/index.m3u8
双重生后，江先生宠我上天涅槃,https://v6.longshengtea.com/yyv6/202406/03/Ygde9Jem1X12/video/index.m3u8
靠近你拥抱你,https://v6.longshengtea.com/yyv6/202406/07/ABCipAeju612/video/index.m3u8
危险爱人短剧,https://v8.longshengtea.com/yyv8/202406/03/8ejpFYNjVM14/video/index.m3u8
只对你有感觉,https://v11.longshengtea.com/yyv11/202406/03/6r4VGqSrjz3/video/index.m3u8
她在星河之州,https://v2.longshengtea.com/yyv2/202406/03/7Yw1jbvwKW10/video/index.m3u8
莫名其妙有个首富老公,https://v11.longshengtea.com/yyv11/202406/03/gLb1EjC66F3/video/index.m3u8
强势占有：秦爷的心尖尖,https://v10.longshengtea.com/yyv10/202406/03/CjMMKdht2N15/video/index.m3u8
假千金被三个哥哥团宠了,https://v7.longshengtea.com/yyv7/202406/03/FWxj3mxc3L13/video/index.m3u8
萌宝驾到之妈咪大反攻,https://v12.longshengtea.com/yyv12/202406/03/hvZ0rGqbgF8/video/index.m3u8
别虐了，那是小小姐,https://v10.longshengtea.com/yyv10/202405/29/yp86R29RTd15/video/index.m3u8
捡个老公当总裁,https://v11.longshengtea.com/yyv11/202406/01/sYcPsZakaV3/video/index.m3u8
贺总夫人喊你别演了,https://v4.longshengtea.com/yyv4/202406/03/FteZrXyJUg4/video/index.m3u8
救命，老公竟是总裁大人,https://v3.longshengtea.com/yyv3/202406/03/JP639Luzyg2/video/index.m3u8
恰逢承书听雨时,https://v11.longshengtea.com/yyv11/202406/03/Pb4nKJ2Cex3/video/index.m3u8
高冷总裁的追妻攻略,https://v12.longshengtea.com/yyv12/202406/01/ceHsDMHSeG8/video/index.m3u8
我在乡下当首富夫人,https://v11.longshengtea.com/yyv11/202406/04/MPfXwBw8iJ3/video/index.m3u8
闪婚后，路少竟然是我未婚夫,https://v2.longshengtea.com/yyv2/202406/03/fQkt6UJmbx10/video/index.m3u8
渣男嫌我丑，我转身嫁给千亿总裁,https://v2.longshengtea.com/yyv2/202406/03/4LymmAWmMK10/video/index.m3u8
龙少的替身娇妻,https://v5.longshengtea.com/yyv5/202406/03/1bKUrBT9dt7/video/index.m3u8
双宝来袭，沈总别想父凭子贵,https://v7.longshengtea.com/yyv7/202406/03/06jQpfRbWV13/video/index.m3u8
奔现后我被老板缠上了,https://v11.longshengtea.com/yyv11/202406/03/hUUy4nY48y3/video/index.m3u8
一胎双宝妈咪你马甲又掉了,https://v3.longshengtea.com/yyv3/202406/03/Rh9AuVwh8V2/video/index.m3u8
灼爱炙烫,https://v8.longshengtea.com/yyv8/202406/02/4sZyw185kP14/video/index.m3u8
完蛋少帅夫人成替身了,https://v5.longshengtea.com/yyv5/202406/03/YFzjLEr4FQ7/video/index.m3u8
一撩定情，闪婚老公是总裁,https://v8.longshengtea.com/yyv8/202406/02/JEnfYCWhVj14/video/index.m3u8
裸婚夫妇生存攻略,https://v7.longshengtea.com/yyv7/202406/02/WWBbduTDES13/video/index.m3u8
封总今天挂男科没,https://v5.longshengtea.com/yyv5/202406/03/46M5m0MzFx7/video/index.m3u8
狐仙的新娘,https://v2.longshengtea.com/yyv2/202406/03/brfhqmQSgy10/video/index.m3u8
团宠人生,https://v7.longshengtea.com/yyv7/202406/03/mCpMePRZAe13/video/index.m3u8
墨染梨花白,https://v1.longshengtea.com/yyv1/202405/22/VEZpAdBiS51/video/index.m3u8
团宠千金夫人她又美又飒,https://v7.longshengtea.com/yyv7/202406/03/Jm9sdQ3NKA13/video/index.m3u8
小屋醉暖风,https://v11.longshengtea.com/yyv11/202406/03/0bk7NLESvi3/video/index.m3u8
砂锅粥与费南雪,https://v12.longshengtea.com/yyv12/202406/03/WyTP17kJ7Y8/video/index.m3u8
合租帅哥是总裁,https://v4.longshengtea.com/yyv4/202405/29/Rdk8gw9cZN4/video/index.m3u8
延迟告白,https://v7.longshengtea.com/yyv7/202406/03/7cHU09N1CY13/video/index.m3u8
当悲伤没有眼泪,https://v6.longshengtea.com/yyv6/202406/03/aiaHBmghtw12/video/index.m3u8
前任他小叔又野又撩,https://v12.longshengtea.com/yyv12/202406/03/QE5WRFeCCd8/video/index.m3u8
总裁爹地超凶猛：一胎二宝,https://v10.longshengtea.com/yyv10/202406/03/L2iqABzscJ15/video/index.m3u8
租来的男友是千亿继承人,https://v11.longshengtea.com/yyv11/202406/03/925nVGFpQ93/video/index.m3u8
错嫁成婚总裁的私宠甜妻,https://v1.longshengtea.com/yyv1/202406/03/fzU9BfPy1A1/video/index.m3u8
总裁镇不住少奶奶,https://v9.longshengtea.com/yyv9/202406/03/nYS1cdCazm18/video/index.m3u8
亲爱的宋小姐,https://v12.longshengtea.com/yyv12/202405/29/7jDLzkkpGR8/video/index.m3u8
错撩秘爱,https://v10.longshengtea.com/yyv10/202406/03/N1bei5ar8b15/video/index.m3u8
顾总别吻了，你的身体我驾驭不来,https://v4.longshengtea.com/yyv4/202406/03/EB5pBQ3HpY4/video/index.m3u8
穿成炮灰女配后我靠医术征服司少,https://v1.longshengtea.com/yyv1/202406/03/HaPxwRgwmJ1/video/index.m3u8
分手后，我带仨宝大杀四方,https://v2.longshengtea.com/yyv2/202406/05/8nDd1L5bKH10/video/index.m3u8
如果还能遇到你,https://v7.longshengtea.com/yyv7/202405/28/SLb1LSWb9S13/video/index.m3u8
乱世悲歌,https://v3.longshengtea.com/yyv3/202406/03/r9vC5dt1Kh2/video/index.m3u8
第19年,https://v8.longshengtea.com/yyv8/202406/03/kQBQsncTwA14/video/index.m3u8
前夫请自重,https://v8.longshengtea.com/yyv8/202406/05/EbQGzE5pM814/video/index.m3u8
关于我爱你这件事,https://v8.longshengtea.com/yyv8/202406/03/Pf50r67uQX14/video/index.m3u8
枫月俏佳人,https://v3.longshengtea.com/yyv3/202405/28/9KYg92qRd62/video/index.m3u8
盛夏的约定,https://v2.longshengtea.com/yyv2/202406/05/yQUiuatuac10/video/index.m3u8
大力女子安晓然,https://v10.longshengtea.com/yyv10/202406/03/nhKfVizB3F15/video/index.m3u8
终于等到你$你是我的木槿年华,https://v8.longshengtea.com/yyv8/202406/03/pZR1XMncML14/video/index.m3u8
离婚后我带三宝炸翻首富前夫集团,https://v10.longshengtea.com/yyv10/202406/05/PBJxmy0xF015/video/index.m3u8
予你晚星照南宫,https://v6.longshengtea.com/yyv6/202405/28/dCvWRhSFvc12/video/index.m3u8
翻墙逃婚，萌妻休想逃,https://v10.longshengtea.com/yyv10/202406/03/QpwCM8AsrP15/video/index.m3u8
你是我唯一的光,https://v6.longshengtea.com/yyv6/202405/28/ZiWucd3TwD12/video/index.m3u8
爱你蓄谋已久,https://v3.longshengtea.com/yyv3/202406/06/0cde3mgWU42/video/index.m3u8
肥妈带球跑,https://v9.longshengtea.com/yyv9/202406/03/uiXUkdKWB118/video/index.m3u8
你跑不了我的未来老公,https://v12.longshengtea.com/yyv12/202406/04/PMVh3Zrhh58/video/index.m3u8
错认千金后，三个大佬哥哥后悔了,https://v4.longshengtea.com/yyv4/202405/25/3EBTcVPAvT4/video/index.m3u8
爱入山海,https://v10.longshengtea.com/yyv10/202405/28/bU0rC8dGKt15/video/index.m3u8
婚后不相识,https://v12.longshengtea.com/yyv12/202405/23/ZqGRnggcL38/video/index.m3u8
傅总您的金丝雀变凤凰了,https://v10.longshengtea.com/yyv10/202406/04/cyUbjdkwSv15/video/index.m3u8
盛夏不如她迷人,https://v12.longshengtea.com/yyv12/202405/26/sjHWSJL4zq8/video/index.m3u8
爱情陷阱,https://v10.longshengtea.com/yyv10/202405/25/470BiK7etq15/video/index.m3u8
我的抢婚老公是恋爱脑,https://v12.longshengtea.com/yyv12/202405/26/uJumLqZddD8/video/index.m3u8
从头爱上对的人,https://v9.longshengtea.com/yyv9/202405/27/NzQKczFvFd18/video/index.m3u8
昨夜星辰今日风,https://v11.longshengtea.com/yyv11/202405/17/Ah3qLXrnn03/video/index.m3u8
思念无声胜有声,https://v6.longshengtea.com/yyv6/202405/17/1Sudg7hHqL12/video/index.m3u8
秘恋,https://v1.longshengtea.com/yyv1/202405/30/6MbNV4VEp91/video/index.m3u8
寻她灯火阑珊处,https://v1.longshengtea.com/yyv1/202405/17/skjxYXyXzZ1/video/index.m3u8
重生后我强吻了最狠的三爷,https://v9.longshengtea.com/yyv9/202405/13/Vm0vfUZbvQ18/video/index.m3u8
分手后，我成了首富掌中宝,https://v2.longshengtea.com/yyv2/202405/17/T2A9FyVG0h10/video/index.m3u8
热恋进行时,https://v12.longshengtea.com/yyv12/202405/13/XKMEbNL7sK8/video/index.m3u8
司令宠妾灭妻，我转身出府嫁少帅,https://v4.longshengtea.com/yyv4/202405/12/a2uGqZinnD4/video/index.m3u8
她才是总裁的白月光,https://v9.longshengtea.com/yyv9/202405/11/PwthnbBjMe18/video/index.m3u8
一胎双宝，爹地总想靠脸上位,https://v12.longshengtea.com/yyv12/202405/13/amRKiNSawv8/video/index.m3u8
南风不知我意,https://v6.longshengtea.com/yyv6/202405/12/f6yAytfshD12/video/index.m3u8
寒舟晚来赴星河,https://v12.longshengtea.com/yyv12/202405/11/08A4wBqrrc8/video/index.m3u8
离婚后，三个大佬都要娶我,https://v2.longshengtea.com/yyv2/202405/12/N8q7KJAByc10/video/index.m3u8
年年念念长相思,https://v6.longshengtea.com/yyv6/202405/11/adPSEdjjiR12/video/index.m3u8
念念不相忘,https://v6.longshengtea.com/yyv6/202405/23/fjQ72bN4qC12/video/index.m3u8
总裁老公有人冒充我,https://v5.longshengtea.com/yyv5/202405/11/kuDJJLusgb7/video/index.m3u8
契约新娘甜蜜蜜,https://v7.longshengtea.com/yyv7/202405/12/5JTiyQPyiX13/video/index.m3u8
拼尽全力去爱你,https://v8.longshengtea.com/yyv8/202405/11/JQJE8rWhni14/video/index.m3u8
恰好你爱我,https://v1.longshengtea.com/yyv1/202405/23/we7Jgc5V791/video/index.m3u8
总裁的诱惑短剧,https://v11.longshengtea.com/yyv11/202405/12/NT8quX2ubt3/video/index.m3u8
美女时刻,https://v11.longshengtea.com/yyv11/202405/15/BeLxMHV3FQ3/video/index.m3u8
是他先动心,https://v10.longshengtea.com/yyv10/202405/23/qUK8HnHrrU15/video/index.m3u8
相亲对象开了个猛男客栈,https://v10.longshengtea.com/yyv10/202405/11/F7yhbxJwsj15/video/index.m3u8
爱在深渊里,https://v8.longshengtea.com/yyv8/202405/12/Qc3MS7CFZJ14/video/index.m3u8
情深可抵岁月长,https://v2.longshengtea.com/yyv2/202405/12/Jz1Dm43vH010/video/index.m3u8
深深吻，浅浅缠,https://v1.longshengtea.com/yyv1/202405/23/shz59bnLkp1/video/index.m3u8
督军的替身丫鬟,https://v10.longshengtea.com/yyv10/202405/11/SKbJ9BKSkA15/video/index.m3u8
我和总裁相了个亲,https://v8.longshengtea.com/yyv8/202405/12/Wcq2V2HG4V14/video/index.m3u8
月亮奔我而来,https://v1.longshengtea.com/yyv1/202405/15/yxmiWjJqCw1/video/index.m3u8
闪婚老公太宠我$先婚后爱陆总马甲藏不住了,https://v3.longshengtea.com/yyv3/202405/11/V7RF1eRps22/video/index.m3u8
爱在身边却未觉,https://v3.longshengtea.com/yyv3/202405/12/ypQmdML2ew2/video/index.m3u8
满天星辰皆于你,https://v12.longshengtea.com/yyv12/202405/20/bhZfCUfnb18/video/index.m3u8
和顾总隐婚后我火爆娱乐圈,https://v7.longshengtea.com/yyv7/202405/20/b4r1Zf8pDd13/video/index.m3u8
玫瑰轻颤时,https://v11.longshengtea.com/yyv11/202405/12/C4yav2Wkik3/video/index.m3u8
秦总你的戏精老婆又作妖了,https://v11.longshengtea.com/yyv11/202405/10/Pa3NEZb3fH3/video/index.m3u8
一见倾心,https://v3.longshengtea.com/yyv3/202405/15/ccH6sT5wg02/video/index.m3u8
丑女无敌之相逢不相识,https://v6.longshengtea.com/yyv6/202405/12/wE6g4GNtya12/video/index.m3u8
糟了！奶狗老公发现我是大姐大,https://v6.longshengtea.com/yyv6/202405/12/6G2umAKUmr12/video/index.m3u8
她不哄他了,https://v3.longshengtea.com/yyv3/202405/10/M5uTywX77t2/video/index.m3u8
我和总裁玩心眼，总裁跟我来真的,https://v10.longshengtea.com/yyv10/202405/13/QXaMN3MSZH15/video/index.m3u8
大叔宠我入骨,https://v8.longshengtea.com/yyv8/202405/12/shZpBbhQdp14/video/index.m3u8
江风知晚意,https://v11.longshengtea.com/yyv11/202405/13/s1hwqh07M93/video/index.m3u8
迷人的刺,https://v7.longshengtea.com/yyv7/202405/12/0YLg9xj2U713/video/index.m3u8
掌中之物：宋总娶娇妻可知错,https://v1.longshengtea.com/yyv1/202405/12/JYrQ6aYiYG1/video/index.m3u8
嘶哈 这个男人有点儿帅,https://v12.longshengtea.com/yyv12/202405/09/jALi4Tm7Ue8/video/index.m3u8
豪门亲妈在线打工,https://v12.longshengtea.com/yyv12/202405/12/jr0Pbutmib8/video/index.m3u8
痴傻千金三叔宠我入骨,https://v9.longshengtea.com/yyv9/202405/13/KBCvvL1c8j18/video/index.m3u8
天降舅舅亿万总裁放肆宠,https://v11.longshengtea.com/yyv11/202405/09/hTmGASNLVD3/video/index.m3u8
离婚妈妈竟是霸总白月光,https://v8.longshengtea.com/yyv8/202405/12/Agxpf0VTnB14/video/index.m3u8
左耳听你说爱我,https://v3.longshengtea.com/yyv3/202405/10/NnganDJUgB2/video/index.m3u8
离婚三十六计,https://v12.longshengtea.com/yyv12/202405/13/iwptAccppy8/video/index.m3u8
一日闪婚，叶太太躺赢全世界,https://v7.longshengtea.com/yyv7/202405/12/4nagdEArMe13/video/index.m3u8
月光不照昔日梦,https://v8.longshengtea.com/yyv8/202405/09/eQ41DbUvzQ14/video/index.m3u8
死了的豪门前妻回来了,https://v7.longshengtea.com/yyv7/202405/10/Lb2k3i25nN13/video/index.m3u8
萌娃逆袭神助攻,https://v11.longshengtea.com/yyv11/202405/13/CsvE23wbU83/video/index.m3u8
顾总，那晚东窗事发了,https://v2.longshengtea.com/yyv2/202405/12/e245nde43g10/video/index.m3u8
为她心慌意乱,https://v5.longshengtea.com/yyv5/202405/12/y2KvVVXvrr7/video/index.m3u8
白月光恋人,https://v12.longshengtea.com/yyv12/202405/10/nPhNNr7biB8/video/index.m3u8
财阀小娇妻：叔你要宠坏我了,https://v6.longshengtea.com/yyv6/202405/09/gwuSfmdhV212/video/index.m3u8
遇见你情深难知错,https://v10.longshengtea.com/yyv10/202405/12/UmTXRW7XKy15/video/index.m3u8
余生有你刚刚好,https://v9.longshengtea.com/yyv9/202405/10/AbPD3aiDAs18/video/index.m3u8
似曾相识爱归来,https://v2.longshengtea.com/yyv2/202405/12/uyWwwwKmbE10/video/index.m3u8
和残废霸总闪婚后,https://v7.longshengtea.com/yyv7/202405/10/02NJ60DMd313/video/index.m3u8
重生小甜妻 长篇版,https://v11.longshengtea.com/yyv11/202405/12/Ww0ZZKNcEQ3/video/index.m3u8
傅总的神秘妻子在逃娇妻美又飒,https://v1.longshengtea.com/yyv1/202405/12/e5yGSHsgWA1/video/index.m3u8
读心影后$隐婚蜜恋,https://v10.longshengtea.com/yyv10/202405/07/m0VppSiQZk15/video/index.m3u8
闪婚替嫁狼少夫人别太野,https://v10.longshengtea.com/yyv10/202405/09/sTgFr41q2615/video/index.m3u8
哥哥，乖乖宠我,https://v5.longshengtea.com/yyv5/202405/10/63MzA6Q2sp7/video/index.m3u8
他的荣耀,https://v10.longshengtea.com/yyv10/202405/11/yyQtZ03VHz15/video/index.m3u8
娇妻归来美又飒,https://v5.longshengtea.com/yyv5/202405/09/wwq564WSiw7/video/index.m3u8
余小姐每天只想朝九晚五,https://v2.longshengtea.com/yyv2/202405/11/4MuiT0scE910/video/index.m3u8
闪婚甜妻是大佬,https://v4.longshengtea.com/yyv4/202405/09/ECymXrsUaC4/video/index.m3u8
傅总，夫人也有马甲,https://v5.longshengtea.com/yyv5/202405/11/pF0x2HZx5e7/video/index.m3u8
霸道总裁的神医老婆，总裁对我太专情,https://v11.longshengtea.com/yyv11/202405/07/9V1iQcDvuT3/video/index.m3u8
你竟然是我的前妻,https://v6.longshengtea.com/yyv6/202405/09/WwC5YYSrbS12/video/index.m3u8
离婚后，我成了亿万女王,https://v11.longshengtea.com/yyv11/202405/07/ctUSgK4NKk3/video/index.m3u8
关于爱情，你遗憾吗,https://v1.longshengtea.com/yyv1/202405/11/eM7LjzSQGX1/video/index.m3u8
一宠到底，闪婚凌少追妻忙,https://v10.longshengtea.com/yyv10/202405/07/fSL0Bn2Z1n15/video/index.m3u8
傅少，您女友能1打5,https://v10.longshengtea.com/yyv10/202405/09/3JbY2H17sW15/video/index.m3u8
傅总的实习娇妻驾到,https://v11.longshengtea.com/yyv11/202405/07/K5B3A5Tzk93/video/index.m3u8
难哄$千金别惹火,https://v10.longshengtea.com/yyv10/202405/07/sVkuCmUR7Y15/video/index.m3u8
妙偶天成)你好，姜先生,https://v11.longshengtea.com/yyv11/202404/13/seiYi3Nvtu3/video/index.m3u8
命中注定遇见你短剧,https://v12.longshengtea.com/yyv12/202405/07/58t2bfk95t8/video/index.m3u8
冬日恋歌,https://v11.longshengtea.com/yyv11/202405/07/qruWTCZUeP3/video/index.m3u8
双宝助攻之傅总甜妻从天降,https://v11.longshengtea.com/yyv11/202405/07/RGHvbbtuXu3/video/index.m3u8
嫦娥下凡做娇妻,https://v11.longshengtea.com/yyv11/202405/07/KVgNVKr1wH3/video/index.m3u8
夫人又在外面野了,https://v12.longshengtea.com/yyv12/202405/07/3LftKhW36d8/video/index.m3u8
心动陷阱（迟来心动）,https://v12.longshengtea.com/yyv12/202405/07/yCFD3XCKp88/video/index.m3u8
神医王妃不能惹,https://v12.longshengtea.com/yyv12/202405/07/gWED7Hahd38/video/index.m3u8
舒助理每天都想辞职,https://v11.longshengtea.com/yyv11/202405/07/fazpHUxeuq3/video/index.m3u8
池总他不按套路出牌,https://v10.longshengtea.com/yyv10/202405/07/rjZSEZbEXx15/video/index.m3u8
诱她入怀总裁的掌心宠,https://v11.longshengtea.com/yyv11/202405/07/YqBWRjL43V3/video/index.m3u8
沈总今天上钩了吗,https://v10.longshengtea.com/yyv10/202405/07/wqJbjhkQmc15/video/index.m3u8
逃婚后被总裁宠上瘾,https://v8.longshengtea.com/yyv8/202405/07/ZeJxHtbh3514/video/index.m3u8
盈盈赤子心,https://v12.longshengtea.com/yyv12/202405/07/5z8wDm0mfh8/video/index.m3u8
离婚后，周律师他对我死缠烂打,https://v10.longshengtea.com/yyv10/202405/06/04bf4RKrdz15/video/index.m3u8
离婚后大佬她美又飒,https://v12.longshengtea.com/yyv12/202405/07/SZ2pJR5xjN8/video/index.m3u8
离婚后她捅破天,https://v12.longshengtea.com/yyv12/202405/07/pKueyWb2ks8/video/index.m3u8
萧总的甜心小女佣我的魅力失控了,https://v10.longshengtea.com/yyv10/202405/07/QRBjP1hnWa15/video/index.m3u8
总裁的绝色新娘,https://v12.longshengtea.com/yyv12/202405/01/JHBWSSyn3M8/video/index.m3u8
总裁夫人又美又飒,https://v10.longshengtea.com/yyv10/202405/01/6EhCUx9qqq15/video/index.m3u8
总裁夫人是个假千金,https://v4.longshengtea.com/yyv4/202405/01/7kpXZ0LVGH4/video/index.m3u8
总裁夫人的马甲掉了,https://v4.longshengtea.com/yyv4/202405/01/8AbYzcNafZ4/video/index.m3u8
影帝，夫人又去当群演了,https://v4.longshengtea.com/yyv4/202405/01/SyfCJNsK6P4/video/index.m3u8
一念情深,https://v4.longshengtea.com/yyv4/202405/01/0fZS9hNaxy4/video/index.m3u8
余生皆是你短剧版,https://v10.longshengtea.com/yyv10/202405/01/N3rT3kxNc215/video/index.m3u8
一胎二宝：我的妈咪惹不得,https://v10.longshengtea.com/yyv10/202405/01/bA1kmJ89A615/video/index.m3u8
一胎双宝，抢个总裁当爹地,https://v11.longshengtea.com/yyv11/202405/01/B1uwuaniAM3/video/index.m3u8
一胎五宝凌太太的马甲又掉了,https://v11.longshengtea.com/yyv11/202405/01/mTMiPbfK273/video/index.m3u8
与你共赴的黄昏,https://v4.longshengtea.com/yyv4/202405/01/y7D5vUyA3e4/video/index.m3u8
一日逃离,https://v11.longshengtea.com/yyv11/202405/01/UgV9kJn0kQ3/video/index.m3u8
新：女总裁的贴身高手,https://v10.longshengtea.com/yyv10/202405/01/xd56dQJUHM15/video/index.m3u8
一胎两宝爹地妈咪又怀了,https://v4.longshengtea.com/yyv4/202405/01/2ALDk3z1h64/video/index.m3u8
新：一切从退婚开始,https://v12.longshengtea.com/yyv12/202405/01/CdxEjywb6U8/video/index.m3u8
星星来自你,https://v11.longshengtea.com/yyv11/202405/01/jp8q2suxRg3/video/index.m3u8
新：天降萌宝 复仇妈咪很好追,https://v12.longshengtea.com/yyv12/202405/01/dmZcQyp1738/video/index.m3u8
新欢旧爱全是你,https://v4.longshengtea.com/yyv4/202405/01/yCNub92cgu4/video/index.m3u8
他的黑玫瑰又疯又娇,https://v11.longshengtea.com/yyv11/202405/01/3YCmaaKPzq3/video/index.m3u8
新婚夜植物人老公被我撩醒了,https://v4.longshengtea.com/yyv4/202405/01/ijXH9xDpvM4/video/index.m3u8
新：闪婚老公是首富,https://v4.longshengtea.com/yyv4/202405/01/zYKVbCE4Ft4/video/index.m3u8
闪耀的星星$盛总你找错白月光了,https://v11.longshengtea.com/yyv11/202405/01/EtCXPHabDU3/video/index.m3u8
闪婚总裁是前夫$闪婚前妻：霍先生乖乖宠我,https://v11.longshengtea.com/yyv11/202405/01/DbMrRAtM9B3/video/index.m3u8
