常用频道,#genre#
山东卫视广州,http://tvtj1.jxwltx.com:8003/sdws.m3u8
山西卫视广州,http://tvtj1.jxwltx.com:8003/sxws.m3u8
河南卫视广州,http://tvtj1.jxwltx.com:8003/hnws.m3u8
江西卫视广州,http://tvtj1.jxwltx.com:8003/jxws.m3u8
四川卫视广州,http://tvtj1.jxwltx.com:8003/scws.m3u8
广西卫视广州,http://tvtj1.jxwltx.com:8003/gxws.m3u8
云南卫视广州,http://tvtj.jxwltx.com:8003/ynws.m3u8
东南卫视广州,http://tvtj.jxwltx.com:8003/dnws.m3u8
厦门卫视广州,http://tvtj1.jxwltx.com:8003/tjws.m3u8
宁夏卫视广州,http://tvtj1.jxwltx.com:8003/linxws.m3u8
青海卫视广州,http://tvtj1.jxwltx.com:8003/live1096.m3u8
吉林卫视广州,http://tvtj1.jxwltx.com:8003/jlws.m3u8

爱奇频道,#genre#
好片速递频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_1143_1080P_t10/c55_fast_1143_1080P_t10.m3u8?d
电影大片频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_738_1080P_t10/c57_fast_738_1080P_t10.m3u8?d
古装妖魔频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
军旅剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d
抗战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_884_1080P_t10/c54_fast_884_1080P_t10.m3u8?d
谍战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_882_1080P_t10/c57_fast_882_1080P_t10.m3u8?d
红色剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60_fast_1049_1080P_t10/c60_fast_1049_1080P_t10.m3u8?d
家庭剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
泰语剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_949_1080P_t10/c58_fast_949_1080P_t10.m3u8?d
搞笑剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
传奇剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_1052_1080P_t10/c54_fast_1052_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
欢乐剧场频道,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56_fast_951_1080P_t10/c56_fast_951_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
甜宠剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_877_1080P_t10/c54_fast_877_1080P_t10.m3u8?d
大家剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
警匪悬疑频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_880_1080P_t10/c58_fast_880_1080P_t10.m3u8?d
古装大剧频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_879_1080P_t10/c55_fast_879_1080P_t10.m3u8?d
爱情生活频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d

赛事咪咕,#genre# 
赛事睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8 
赛事睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8 
赛事睛彩广场,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8 
赛事咪咕播01,https://zby.130519.xyz/PLTV/11/224/3221225636/index.m3u8
赛事咪咕播02,https://zby.130519.xyz/PLTV/11/224/3221225637/index.m3u8
赛事咪咕播03,https://zby.130519.xyz/PLTV/11/224/3221225638/index.m3u8
赛事咪咕播04,https://zby.130519.xyz/PLTV/11/224/3221225639/index.m3u8
赛事咪咕播05,https://zby.130519.xyz/PLTV/11/224/3221225640/index.m3u8
赛事咪咕播06,https://zby.130519.xyz/PLTV/11/224/3221225641/index.m3u8
赛事咪咕播07,https://zby.130519.xyz/PLTV/11/224/3221225643/index.m3u8
赛事咪咕播08,https://zby.130519.xyz/PLTV/11/224/3221225644/index.m3u8
赛事咪咕播09,https://zby.130519.xyz/PLTV/11/224/3221225646/index.m3u8
赛事咪咕播10,https://zby.130519.xyz/PLTV/11/224/3221225657/index.m3u8
赛事咪咕播11,https://zby.130519.xyz/PLTV/11/224/3221225674/index.m3u8
赛事咪咕播12,https://zby.130519.xyz/PLTV/11/224/3221225676/index.m3u8
赛事咪咕播13,https://zby.130519.xyz/PLTV/11/224/3221225678/index.m3u8
赛事咪咕播14,https://zby.130519.xyz/PLTV/11/224/3221225679/index.m3u8
赛事咪咕播15,https://zby.130519.xyz/PLTV/11/224/3221225680/index.m3u8
赛事咪咕播16,https://zby.130519.xyz/PLTV/11/224/3221225681/index.m3u8
赛事咪咕播17,https://zby.130519.xyz/PLTV/11/224/3221225682/index.m3u8
赛事咪咕播18,https://zby.130519.xyz/PLTV/11/224/3221225683/index.m3u8
赛事咪咕播19,https://zby.130519.xyz/PLTV/11/224/3221225684/index.m3u8
赛事咪咕播20,https://zby.130519.xyz/PLTV/11/224/3221225685/index.m3u8
赛事咪咕播21,https://zby.130519.xyz/PLTV/11/224/3221225686/index.m3u8
赛事咪咕播22,https://zby.130519.xyz/PLTV/11/224/3221225688/index.m3u8
赛事咪咕播23,https://zby.130519.xyz/PLTV/11/224/3221225689/index.m3u8
赛事咪咕播24,https://zby.130519.xyz/PLTV/11/224/3221225690/index.m3u8
赛事咪咕播25,https://zby.130519.xyz/PLTV/11/224/3221225692/index.m3u8
赛事咪咕播26,https://zby.130519.xyz/PLTV/11/224/3221225693/index.m3u8
赛事咪咕播27,https://zby.130519.xyz/PLTV/11/224/3221225694/index.m3u8
赛事咪咕播28,https://zby.130519.xyz/PLTV/11/224/3221225695/index.m3u8
赛事咪咕播29,https://zby.130519.xyz/PLTV/11/224/3221225696/index.m3u8
赛事咪咕播30,https://zby.130519.xyz/PLTV/11/224/3221225697/index.m3u8
赛事咪咕播31,https://zby.130519.xyz/PLTV/11/224/3221225699/index.m3u8
赛事咪咕播32,https://zby.130519.xyz/PLTV/11/224/3221226125/index.m3u8
赛事百视通33,https://zby.130519.xyz/PLTV/11/224/3221225663/index.m3u8
赛事咪咕播4k,https://zby.130519.xyz/PLTV/11/224/3221226080/index.m3u8
赛事至臻视界4k,https://zby.130519.xyz/PLTV/11/224/3221225687/index.m3u8

港澳台,#genre#
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰中文,http://j.s.bkpcp.top/js/fhzw
凤凰资讯,http://j.s.bkpcp.top/js/fhzx
凤凰香港,http://j.s.bkpcp.top/js/fhxg
凤凰中文,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt

凤凰中文,http://live4play.uk/livehttpplay?channel_id=30014

凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw$bxtv
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx$bxtv
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk$bxtv
明珠台,http://bxtv.3a.ink/api.php?id=mz
无线新闻台,http://bxtv.3a.ink/api.php?id=wxxw$bxtv
凤凰中文,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
无线新闻台,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
翡翠台,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/PLTV/iptv.php?id=fct
明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt

凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
无线新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt2
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt

凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文,webview://http://m.345iptv.com/?act=play&token=314e7a425193a61e2ae5a44ca4e7af16&tid=gt&id=1$345iptv
凤凰资讯,webview://http://m.345iptv.com/?act=play&token=7cf365f3e1c08225d6030fcc91a4f84d&tid=gt&id=2$345iptv
凤凰香港,webview://http://m.345iptv.com/?act=play&token=38ae56f83ef6f843de0cf4aab83b4e8a&tid=gt&id=3$345iptv
无线新闻台,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
无线新闻台,webview://http://m.345iptv.com/?act=play&token=bc7918833f7de6b2829ad197ddc05e10&tid=gt&id=6$345iptv

中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu:1935/sat/tv091
华视,rtmp://f13h.mine.nu:1935/sat/tv111
民视,rtmp://f13h.mine.nu:1935/sat/tv051
台视,rtmp://f13h.mine.nu:1935/sat/tv071
中视新闻,webview://http://m.345iptv.com/?act=play&token=f433a3a8a177d0b012b4b337558191c2&tid=gt&id=46$345iptv
华视新闻,webview://http://m.345iptv.com/?act=play&token=077cde05e45f43f87cc3c4c57a152e1e&tid=gt&id=51$345iptv
民视新闻,webview://http://m.345iptv.com/?act=play&token=989c7d8a750ff4bfda95fcae1708bbe7&tid=gt&id=50$345iptv
台视新闻,webview://http://m.345iptv.com/?act=play&token=19416380214a699f16f2a2e6262563ec&tid=gt&id=47$345iptv
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721

中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中天新闻,webview://http://m.345iptv.com/?act=play&token=c5099746050c41f288c9c50a5002539b&tid=gt&id=43$345iptv
翡翠台,webview://https://m.345iptv.com/?act=play&token=0414e51b425be184dc3efa0db53e6812&tid=gt&id=5$345iptv
无线新闻台,webview://http://m.345iptv.com/?act=play&token=bc7918833f7de6b2829ad197ddc05e10&tid=gt&id=6$345iptv
明珠台,webview://http://m.345iptv.com/?act=play&token=d2d94c55f2275567a1d154afbc09587b&tid=gt&id=9$345iptv
HOYTV,webview://http://m.345iptv.com/?act=play&token=fa85074433ae45388bb96b382056e5df&tid=gt&id=11$345iptv
有线18台,webview://http://m.345iptv.com/?act=play&token=7e64e5c5a112c8324ae213193890166f&tid=gt&id=12$345iptv
东森新闻,webview://http://m.345iptv.com/?act=play&token=8965fb967119ad09f0df8ec90b5df34b&tid=gt&id=44$345iptv
镜新闻,webview://http://m.345iptv.com/?act=play&token=20a5079da56f52ac6332530b8ae045bc&tid=gt&id=52$345iptv
寰宇新闻,webview://http://m.345iptv.com/?act=play&token=a5d87cec4adae0ff298fa844f43e8427&tid=gt&id=53$345iptv
中视,webview://http://m.345iptv.com/?act=play&token=5ef10e1554d809f389a139596e22d6e4&tid=gt&id=60$345iptv
台视,webview://http://m.345iptv.com/?act=play&token=3566a94ef8f056a92ba7d6bc3adae830&tid=gt&id=61$345iptv
民视,webview://http://m.345iptv.com/?act=play&token=499b6a8677702cdead3d1acb4ee763f6&tid=gt&id=62$345iptv
华视,webview://http://m.345iptv.com/?act=play&token=d835edf85041fa76c82e4e1f846bf67b&tid=gt&id=63$345iptv


地方台,#genre#
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
巴彦电视台,https://rmplive.hljtv.com/live/bayan.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
呼兰综合,https://rmplive.hljtv.com/live/hulan.m3u8
尚志新闻综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
通河新闻,https://rmplive.hljtv.com/live/tonghe.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
依兰新闻综合,https://rmplive.hljtv.com/live/yilan.m3u8
延寿综合,https://rmplive.hljtv.com/live/yanshou.m3u8
齐齐哈尔新闻综合,https://rmplive.hljtv.com/live/qiqihaer.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
甘南县综合,https://rmplive.hljtv.com/live/gannan.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
牡丹江新闻综合,https://masterpull.hljtv.com/live/newLqQS9Lcp.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
穆棱综合,https://rmplive.hljtv.com/live/muleng.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
佳木斯市新闻综合,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
富锦电视台,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
抚远电视台,https://rmplive.hljtv.com/live/fuyuan.m3u8
桦川新闻综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
桦南综合,https://rmplive.hljtv.com/live/huanan.m3u8
同江电视台,https://rmplive.hljtv.com/live/tongjiang.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
大庆市新闻综合,https://masterpull.hljtv.com/live/4WdrZLCq.m3u8
杜尔伯特综合,https://rmplive.hljtv.com/live/duerbote.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8
肇州综合,https://rmplive.hljtv.com/live/zhaozhou.m3u8
鸡西新闻综合,https://rmplive.hljtv.com/live/jixi.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
鸡东综合,https://rmplive.hljtv.com/live/jidong.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
双鸭山新闻综合,https://masterpull.hljtv.com/live/BowdCSzZ.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
集贤综合,https://rmplive.hljtv.com/live/jixian.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
嘉荫综合,https://rmplive.hljtv.com/live/jiayin.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
七台河新闻综合,https://rmplive.hljtv.com/live/qitaihe.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
鹤岗新闻综合,https://rmplive.hljtv.com/live/hegang.m3u8
萝北综合,https://rmplive.hljtv.com/live/luobei.m3u8
绥滨综合,https://rmplive.hljtv.com/live/suibin.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
明水综合,https://rmplive.hljtv.com/live/mingshui.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
孙吴综合,https://rmplive.hljtv.com/live/sunwu.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
逊克综合,https://rmplive.hljtv.com/live/xunke.m3u8
大兴安岭新闻综合,https://rmplive.hljtv.com/live/daxinganling.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
佳木斯新闻综合, https://rmplive.com/live/jiamusi.m3u8
富锦综合,https://rmplive.hljtv.com/live/fujin.m3u8
桦川综合,https://rmplive.hljtv.com/live/huachuan.m3u8
大庆新闻综合,https://rmplive.hljtv.com/live/daqing.m3u8 
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8

电影专区,#genre#
家庭剧场,http://106.53.99.30/tv/gitv.php?id=0001
都市生活,http://106.53.99.30/tv/gitv.php?id=0003
传奇剧场,http://106.53.99.30/tv/gitv.php?id=0004
警匪悬疑,http://106.53.99.30/tv/gitv.php?id=0005
古装剧场,http://106.53.99.30/tv/gitv.php?id=0006
抗战剧场,http://106.53.99.30/tv/gitv.php?id=0007
谍战剧场,http://106.53.99.30/tv/gitv.php?id=0008
欢乐剧场,http://106.53.99.30/tv/gitv.php?id=0009
经典老剧,http://106.53.99.30/tv/gitv.php?id=0010
乡村剧场,http://106.53.99.30/tv/gitv.php?id=0011
电影大片,http://106.53.99.30/tv/gitv.php?id=0012
爆笑综艺,http://106.53.99.30/tv/gitv.php?id=0013
智勇闯关,http://106.53.99.30/tv/gitv.php?id=0014
相声小品,http://106.53.99.30/tv/gitv.php?id=0015
中国通史,http://106.53.99.30/tv/gitv.php?id=0016
世界历史,http://106.53.99.30/tv/gitv.php?id=0017
传奇故事,http://106.53.99.30/tv/gitv.php?id=0018
经典传奇,http://106.53.99.30/tv/gitv.php?id=0019
纪实档案,http://106.53.99.30/tv/gitv.php?id=0020
王者荣耀,http://106.53.99.30/tv/gitv.php?id=0021
蛋仔派对,http://106.53.99.30/tv/gitv.php?id=0022

卫视网页,#genre#
江苏卫视(网页),video://https://live.jstv.com
吉林卫视(网页),video://https://www.jlntv.cn/tv
安徽卫视(网页),video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
陕西卫视(网页),video://http://live.snrtv.com/star
海峡卫视(网页),video://https://www.fjtv.net/folder526/folder536/
岭南戏曲(网页),video://https://www.gdtv.cn/tvChannelDetail/15
东莞新闻综合(网页),video://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活资讯(网页),video://https://dgrtv.sun0769.com/index.php/online2/5
清远新闻综合(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅生活(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关新闻综合(网页),video://https://www.sgmsw.cn/mobile/tvinfo?id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆生活(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
肇庆综合(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33

CCTV1(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=11200132825562653886&toc_style_id=feeds_only_back&share_to=copy_url&track_id=c3e89ea6-77d8-4230-89a3-a492aa16ee4c
CCTV1(网页),video://http://www.guangbomi.com/tv/zy/cctv1.html
CCTV1(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=1
CCTV2(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=12030532124776958103&toc_style_id=feeds_only_back&share_to=copy_url&track_id=8ff44314-c7a7-4241-be6e-11a7b7224db4
CCTV3(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=2
CCTV4(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=10620168294224708952&toc_style_id=feeds_only_back&share_to=copy_url&track_id=7f4e2027-e822-49f3-88b1-2ffe00919f92
CCTV5(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV6(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=4
CCTV7(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=5
CCTV9(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=6
CCTV10(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=7
CCTV11(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=8
CCTV12(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=9
CCTV13(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=16265686808730585228&toc_style_id=feeds_only_back&share_to=copy_url&track_id=ac0e1dc7-d2a2-403b-ad45-9ed44fe89895
CCTV13(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=10
湖南tbs(网页),video://https://m.456iptv.com/?act=play&token=e16c8d5106d7d2bdf73ae316793dd447&tid=ws&id=1
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
浙江卫视(网页),video://https://www.cztv.com/liveTV/101
大湾区卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/51
广东卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/43
深圳卫视(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7867
北京卫视(网页),video://https://www.brtn.cn/btv/btvsy_index
北京卫视(网页),video://https://www.btime.com/btv/btvsy_index
东方卫视(网页),video://https://live.kankanews.com/huikan?id=1
康巴卫视(网页),video://https://www.kangbatv.com/zb_22587/
山西卫视(网页),video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxi
山西卫视(网页),video://https://www.sxrtv.com/tv/index.shtml
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视(网页),video://https://www.hljtv.com/live/folder418/
延边卫视(网页),video://https://www.yb983.com/cys/index.html
河北卫视(网页),video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
甘肃卫视,https://hls.gstv.com.cn/skt649/w0w7k2.m3u8
甘肃卫视(网页),video://https://www.gstv.com.cn/zxc.jhtml#
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
安徽卫视(网页),http://43.129.81.169/live.ahsx.ahtv.cn/live/ahwssx.m3u8
贵州卫视(网页),video://https://www.gzstv.com/tv/ch01
西藏卫视(网页),http://php.jdshipin.com:8880/xztv.php?id=ws
青海卫视(网页),video://https://www.qhbtv.com/new_index/live/folder2646/
海南卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=13&
三沙卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=5&
三沙卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=5&referPage=home
新疆卫视(网页),video://https://www.xjtvs.com.cn/column/tv/434?channelId=1
北京卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=11
浙江卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=12
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
河南都市(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=13
河南民生(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=15
河南梨园(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=16
广东珠江tbs(网页),video://https://m.456iptv.com/?act=play&token=446393143a90282afd8aeda316ccfda8&tid=itv&id=5
广东体育tbs(网页),video://https://m.456iptv.com/?act=play&token=cc1b7cc40b039efef842cb3f15c17bba&tid=itv&id=4
广东珠江(网页),video://https://www.gdtv.cn/tvChannelDetail/44
广东新闻(网页),video://https://www.gdtv.cn/tvChannelDetail/45
广东民生(网页),video://https://www.gdtv.cn/tvChannelDetail/48
广东体育(网页),video://https://www.gdtv.cn/tvChannelDetail/47
大湾区卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视（海外版）(网页),video://https://www.gdtv.cn/tvChannelDetail/46
广东影视(网页),video://https://www.gdtv.cn/tvChannelDetail/53
广东卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/43
4K超高清(网页),video://https://www.gdtv.cn/tvChannelDetail/16
广东少儿(网页),video://https://www.gdtv.cn/tvChannelDetail/54
嘉佳卡通(网页),video://https://www.gdtv.cn/tvChannelDetail/66
岭南戏曲(网页),video://https://www.gdtv.cn/tvChannelDetail/15
广东移动(网页),video://https://www.gdtv.cn/tvChannelDetail/74
荔枝台(网页),video://https://www.gdtv.cn/tvChannelDetail/100
纪录片(网页),video://https://www.gdtv.cn/tvChannelDetail/94
GRTN健康频道(网页),video://https://www.gdtv.cn/tvChannelDetail/99
GRTN文化频道(网页),video://https://www.gdtv.cn/tvChannelDetail/75
GRTN生活频道(网页),video://https://www.gdtv.cn/tvChannelDetail/102
GRTN教育频道(网页),video://https://www.gdtv.cn/tvChannelDetail/104
深圳卫视(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7867
深圳都市(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7868
深圳电视剧(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7880
深圳财经(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7881
深圳移动(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7869
深圳国际(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7944
佛山顺德(网页),video://http://p.123tv.cn/p/gdfs.php?id=fssd
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsgg
佛山影视(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsys
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsgm
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsss
